t,ASR_cumulative
0,0.0
1,0.0
2,0.0
3,0.25
4,0.4
5,0.5
6,0.5714285714285714
7,0.625
8,0.6666666666666666
9,0.7
10,0.7272727272727273
11,0.75
12,0.7692307692307693
13,0.7857142857142857
14,0.8
15,0.8125
16,0.8235294117647058
17,0.8333333333333334
18,0.8421052631578947
19,0.85
20,0.8571428571428571
21,0.8636363636363636
22,0.8695652173913043
23,0.875
24,0.88
25,0.8846153846153846
26,0.8888888888888888
27,0.8928571428571429
28,0.896551724137931
29,0.9
30,0.9032258064516129
31,0.90625
32,0.9090909090909091
33,0.9117647058823529
34,0.9142857142857143
35,0.9166666666666666
36,0.918918918918919
37,0.9210526315789473
38,0.9230769230769231
39,0.925
40,0.926829268292683
41,0.9285714285714286
42,0.9302325581395349
43,0.9318181818181818
44,0.9333333333333333
45,0.9347826086956522
46,0.9361702127659575
47,0.9375
48,0.9387755102040817
49,0.94
50,0.9215686274509803
51,0.9038461538461539
52,0.8867924528301887
53,0.8703703703703703
54,0.8727272727272727
55,0.875
56,0.8771929824561403
57,0.8793103448275862
58,0.8813559322033898
59,0.8833333333333333
60,0.8852459016393442
61,0.8870967741935484
62,0.8888888888888888
63,0.890625
64,0.8923076923076924
65,0.8939393939393939
66,0.8955223880597015
67,0.8970588235294118
68,0.8985507246376812
69,0.9
70,0.9014084507042254
71,0.9027777777777778
72,0.9041095890410958
73,0.9054054054054054
74,0.9066666666666666
75,0.9078947368421053
76,0.9090909090909091
77,0.9102564102564102
78,0.9113924050632911
79,0.9125
80,0.9135802469135802
81,0.9146341463414634
82,0.9156626506024096
83,0.9166666666666666
84,0.9176470588235294
85,0.9186046511627907
86,0.9195402298850575
87,0.9204545454545454
88,0.9213483146067416
89,0.9222222222222223
90,0.9230769230769231
91,0.9239130434782609
92,0.9247311827956989
93,0.925531914893617
94,0.9263157894736842
95,0.9270833333333334
96,0.9278350515463918
97,0.9285714285714286
98,0.9292929292929293
99,0.93
100,0.9207920792079208
101,0.9117647058823529
102,0.9029126213592233
103,0.8942307692307693
104,0.8952380952380953
105,0.8962264150943396
106,0.897196261682243
107,0.8981481481481481
108,0.8990825688073395
109,0.9
110,0.9009009009009009
111,0.9017857142857143
112,0.9026548672566371
113,0.9035087719298246
114,0.9043478260869565
115,0.9051724137931034
116,0.905982905982906
117,0.9067796610169492
118,0.907563025210084
119,0.9083333333333333
120,0.9090909090909091
121,0.9098360655737705
122,0.9105691056910569
123,0.9112903225806451
124,0.912
125,0.9126984126984127
126,0.9133858267716536
127,0.9140625
128,0.9147286821705426
129,0.9153846153846154
130,0.916030534351145
131,0.9166666666666666
132,0.9172932330827067
133,0.917910447761194
134,0.9185185185185185
135,0.9191176470588235
136,0.9197080291970803
137,0.9202898550724637
138,0.920863309352518
139,0.9214285714285714
140,0.9219858156028369
141,0.9225352112676056
142,0.9230769230769231
143,0.9236111111111112
144,0.9241379310344827
145,0.9246575342465754
146,0.9251700680272109
147,0.9256756756756757
148,0.9261744966442953
149,0.9266666666666666
150,0.9205298013245033
151,0.9144736842105263
152,0.9084967320261438
153,0.9090909090909091
154,0.9096774193548387
155,0.9102564102564102
156,0.910828025477707
157,0.9113924050632911
158,0.9119496855345912
159,0.9125
160,0.9130434782608695
161,0.9135802469135802
162,0.9141104294478528
163,0.9146341463414634
164,0.9151515151515152
165,0.9156626506024096
166,0.9161676646706587
167,0.9166666666666666
168,0.9171597633136095
169,0.9176470588235294
170,0.9181286549707602
171,0.9186046511627907
172,0.9190751445086706
173,0.9195402298850575
174,0.92
175,0.9204545454545454
176,0.9209039548022598
177,0.9213483146067416
178,0.9217877094972067
179,0.9222222222222223
180,0.9226519337016574
181,0.9230769230769231
182,0.9234972677595629
183,0.9239130434782609
184,0.9243243243243243
185,0.9247311827956989
186,0.9251336898395722
187,0.925531914893617
188,0.9259259259259259
189,0.9263157894736842
190,0.9267015706806283
191,0.9270833333333334
192,0.927461139896373
193,0.9278350515463918
194,0.9282051282051282
195,0.9285714285714286
196,0.9289340101522843
197,0.9292929292929293
198,0.9296482412060302
199,0.93
200,0.9253731343283582
201,0.9207920792079208
202,0.916256157635468
203,0.9166666666666666
204,0.9170731707317074
205,0.9174757281553398
206,0.9178743961352657
207,0.9182692307692307
208,0.9186602870813397
209,0.919047619047619
210,0.919431279620853
211,0.9198113207547169
212,0.92018779342723
213,0.9205607476635514
214,0.9209302325581395
215,0.9212962962962963
216,0.9216589861751152
217,0.9220183486238532
218,0.9223744292237442
219,0.9227272727272727
220,0.9230769230769231
221,0.9234234234234234
222,0.9237668161434978
223,0.9241071428571429
224,0.9244444444444444
225,0.9247787610619469
226,0.9251101321585903
227,0.9254385964912281
228,0.925764192139738
229,0.9260869565217391
230,0.9264069264069265
231,0.9267241379310345
232,0.927038626609442
233,0.9273504273504274
234,0.9276595744680851
235,0.9279661016949152
236,0.9282700421940928
237,0.9285714285714286
238,0.9288702928870293
239,0.9291666666666667
240,0.9294605809128631
241,0.9297520661157025
242,0.9300411522633745
243,0.930327868852459
244,0.9306122448979591
245,0.9308943089430894
246,0.9311740890688259
247,0.9314516129032258
248,0.9317269076305221
249,0.932
250,0.9282868525896414
251,0.9246031746031746
252,0.9209486166007905
253,0.9173228346456693
254,0.9176470588235294
255,0.91796875
256,0.9182879377431906
257,0.9186046511627907
258,0.918918918918919
259,0.9192307692307692
260,0.9195402298850575
261,0.9198473282442748
262,0.9201520912547528
263,0.9204545454545454
264,0.9207547169811321
265,0.9210526315789473
266,0.9213483146067416
267,0.9216417910447762
268,0.9219330855018587
269,0.9222222222222223
270,0.922509225092251
271,0.9227941176470589
272,0.9230769230769231
273,0.9233576642335767
274,0.9236363636363636
275,0.9239130434782609
276,0.924187725631769
277,0.9244604316546763
278,0.9247311827956989
279,0.925
280,0.9252669039145908
281,0.925531914893617
282,0.9257950530035336
283,0.926056338028169
284,0.9263157894736842
285,0.9265734265734266
286,0.926829268292683
287,0.9270833333333334
288,0.9273356401384083
289,0.9275862068965517
290,0.9278350515463918
291,0.928082191780822
292,0.9283276450511946
293,0.9285714285714286
294,0.9288135593220339
295,0.9290540540540541
296,0.9292929292929293
297,0.9295302013422819
298,0.9297658862876255
299,0.93
300,0.9269102990033222
301,0.9238410596026491
302,0.9207920792079208
303,0.9210526315789473
304,0.921311475409836
305,0.9215686274509803
306,0.9218241042345277
307,0.922077922077922
308,0.9223300970873787
309,0.9225806451612903
310,0.9228295819935691
311,0.9230769230769231
312,0.9233226837060703
313,0.9235668789808917
314,0.9238095238095239
315,0.9240506329113924
316,0.9242902208201893
317,0.9245283018867925
318,0.9247648902821317
319,0.925
320,0.9252336448598131
321,0.9254658385093167
322,0.9256965944272446
323,0.9259259259259259
324,0.9261538461538461
325,0.9263803680981595
326,0.926605504587156
327,0.926829268292683
328,0.9270516717325228
329,0.9272727272727272
330,0.9274924471299094
331,0.927710843373494
332,0.9279279279279279
333,0.9281437125748503
334,0.9283582089552239
335,0.9285714285714286
336,0.9287833827893175
337,0.9289940828402367
338,0.9292035398230089
339,0.9294117647058824
340,0.9296187683284457
341,0.9298245614035088
342,0.9300291545189504
343,0.9302325581395349
344,0.9304347826086956
345,0.930635838150289
346,0.930835734870317
347,0.9310344827586207
348,0.9312320916905444
349,0.9314285714285714
350,0.9287749287749287
351,0.9261363636363636
352,0.9235127478753541
353,0.923728813559322
354,0.923943661971831
355,0.9241573033707865
356,0.9243697478991597
357,0.9245810055865922
358,0.924791086350975
359,0.925
360,0.925207756232687
361,0.925414364640884
362,0.9256198347107438
363,0.9258241758241759
364,0.9260273972602739
365,0.9262295081967213
366,0.9264305177111717
367,0.9266304347826086
368,0.926829268292683
369,0.927027027027027
370,0.9272237196765498
371,0.9274193548387096
372,0.9276139410187667
373,0.9278074866310161
374,0.928
375,0.9281914893617021
376,0.9283819628647215
377,0.9285714285714286
378,0.9287598944591029
379,0.9289473684210526
380,0.9291338582677166
381,0.9293193717277487
382,0.9295039164490861
383,0.9296875
384,0.9298701298701298
385,0.9300518134715026
386,0.9302325581395349
387,0.9304123711340206
388,0.9305912596401028
389,0.9307692307692308
390,0.9309462915601023
391,0.9311224489795918
392,0.9312977099236641
393,0.9314720812182741
394,0.9316455696202531
395,0.9318181818181818
396,0.9319899244332494
397,0.9321608040201005
398,0.9323308270676691
399,0.9325
400,0.9301745635910225
401,0.927860696517413
402,0.9255583126550868
403,0.9257425742574258
404,0.9259259259259259
405,0.9261083743842364
406,0.9262899262899262
407,0.9264705882352942
408,0.9266503667481663
409,0.926829268292683
410,0.927007299270073
411,0.9271844660194175
412,0.927360774818402
413,0.927536231884058
414,0.927710843373494
415,0.9278846153846154
416,0.9280575539568345
417,0.9282296650717703
418,0.9284009546539379
419,0.9285714285714286
420,0.9287410926365796
421,0.9289099526066351
422,0.9290780141843972
423,0.9292452830188679
424,0.9294117647058824
425,0.9295774647887324
426,0.9297423887587822
427,0.9299065420560748
428,0.9300699300699301
429,0.9302325581395349
430,0.9303944315545244
431,0.9305555555555556
432,0.930715935334873
433,0.9308755760368663
434,0.9310344827586207
435,0.9311926605504587
436,0.931350114416476
437,0.9315068493150684
438,0.9316628701594533
439,0.9318181818181818
440,0.9319727891156463
441,0.9321266968325792
442,0.9322799097065463
443,0.9324324324324325
444,0.9325842696629213
445,0.9327354260089686
446,0.9328859060402684
447,0.9330357142857143
448,0.933184855233853
449,0.9333333333333333
450,0.9312638580931264
451,0.9292035398230089
452,0.9271523178807947
453,0.9273127753303965
454,0.9274725274725275
455,0.9276315789473685
456,0.9277899343544858
457,0.9279475982532751
458,0.9281045751633987
459,0.9282608695652174
460,0.928416485900217
461,0.9285714285714286
462,0.9287257019438445
463,0.9288793103448276
464,0.9290322580645162
465,0.9291845493562232
466,0.9293361884368309
467,0.9294871794871795
468,0.929637526652452
469,0.9297872340425531
470,0.9299363057324841
471,0.9300847457627118
472,0.9302325581395349
473,0.930379746835443
474,0.9305263157894736
475,0.930672268907563
476,0.9308176100628931
477,0.9309623430962343
478,0.9311064718162839
479,0.93125
480,0.9313929313929314
481,0.9315352697095436
482,0.9316770186335404
483,0.9318181818181818
484,0.931958762886598
485,0.9320987654320988
486,0.9322381930184805
487,0.9323770491803278
488,0.9325153374233128
489,0.9326530612244898
490,0.9327902240325866
491,0.9329268292682927
492,0.9330628803245437
493,0.9331983805668016
494,0.9333333333333333
495,0.9334677419354839
496,0.9336016096579477
497,0.9337349397590361
498,0.9338677354709419
499,0.934
500,0.9321357285429142
501,0.9302788844621513
502,0.9284294234592445
503,0.9285714285714286
504,0.9287128712871288
505,0.9288537549407114
506,0.9289940828402367
507,0.9291338582677166
508,0.9292730844793713
509,0.9294117647058824
510,0.9295499021526419
511,0.9296875
512,0.9298245614035088
513,0.9299610894941635
514,0.9300970873786408
515,0.9302325581395349
516,0.9303675048355899
517,0.9305019305019305
518,0.930635838150289
519,0.9307692307692308
520,0.9309021113243762
521,0.9310344827586207
522,0.9311663479923518
523,0.9312977099236641
524,0.9314285714285714
525,0.9315589353612167
526,0.9316888045540797
527,0.9318181818181818
528,0.9319470699432892
529,0.9320754716981132
530,0.9322033898305084
531,0.9323308270676691
532,0.9324577861163227
533,0.9325842696629213
534,0.9327102803738317
535,0.9328358208955224
536,0.9329608938547486
537,0.9330855018587361
538,0.9332096474953617
539,0.9333333333333333
540,0.933456561922366
541,0.933579335793358
542,0.9337016574585635
543,0.9338235294117647
544,0.9339449541284404
545,0.9340659340659341
546,0.9341864716636198
547,0.9343065693430657
548,0.9344262295081968
549,0.9345454545454546
550,0.9328493647912885
551,0.9311594202898551
552,0.9294755877034359
553,0.927797833935018
554,0.9279279279279279
555,0.9280575539568345
556,0.9281867145421903
557,0.9283154121863799
558,0.9284436493738819
559,0.9285714285714286
560,0.928698752228164
561,0.9288256227758007
562,0.9289520426287744
563,0.9290780141843972
564,0.9292035398230089
565,0.9293286219081273
566,0.9294532627865961
567,0.9295774647887324
568,0.929701230228471
569,0.9298245614035088
570,0.9299474605954466
571,0.9300699300699301
572,0.9301919720767888
573,0.9303135888501742
574,0.9304347826086956
575,0.9305555555555556
576,0.9306759098786829
577,0.9307958477508651
578,0.9309153713298791
579,0.9310344827586207
580,0.9311531841652324
581,0.9312714776632303
582,0.9313893653516295
583,0.9315068493150684
584,0.9316239316239316
585,0.931740614334471
586,0.9318568994889267
587,0.9319727891156463
588,0.9320882852292021
589,0.9322033898305084
590,0.9323181049069373
591,0.9324324324324325
592,0.9325463743676222
593,0.9326599326599326
594,0.9327731092436975
595,0.9328859060402684
596,0.932998324958124
597,0.9331103678929766
598,0.9332220367278798
599,0.9333333333333333
600,0.9317803660565723
601,0.9302325581395349
602,0.9286898839137645
603,0.9271523178807947
604,0.9272727272727272
605,0.9273927392739274
606,0.9275123558484349
607,0.9276315789473685
608,0.9277504105090312
609,0.9278688524590164
610,0.9279869067103109
611,0.9281045751633987
612,0.9282218597063622
613,0.9283387622149837
614,0.9284552845528455
615,0.9285714285714286
616,0.9286871961102107
617,0.9288025889967637
618,0.9289176090468497
619,0.9290322580645162
620,0.92914653784219
621,0.9292604501607717
622,0.9293739967897271
623,0.9294871794871795
624,0.9296
625,0.9297124600638977
626,0.9298245614035088
627,0.9299363057324841
628,0.9300476947535771
629,0.9301587301587302
630,0.93026941362916
631,0.930379746835443
632,0.9304897314375987
633,0.9305993690851735
634,0.9307086614173228
635,0.9308176100628931
636,0.9309262166405023
637,0.9310344827586207
638,0.9311424100156495
639,0.93125
640,0.9313572542901716
641,0.9314641744548287
642,0.9315707620528771
643,0.9316770186335404
644,0.931782945736434
645,0.9318885448916409
646,0.9319938176197836
647,0.9320987654320988
648,0.9322033898305084
649,0.9323076923076923
650,0.9308755760368663
651,0.9294478527607362
652,0.9280245022970903
653,0.9281345565749235
654,0.9282442748091603
655,0.9283536585365854
656,0.928462709284627
657,0.9285714285714286
658,0.928679817905918
659,0.9287878787878788
660,0.9288956127080181
661,0.9290030211480362
662,0.9291101055806938
663,0.9292168674698795
664,0.9293233082706767
665,0.9294294294294294
666,0.9295352323838081
667,0.9296407185628742
668,0.929745889387145
669,0.9298507462686567
670,0.9299552906110283
671,0.9300595238095238
672,0.9301634472511144
673,0.93026706231454
674,0.9303703703703704
675,0.9304733727810651
676,0.930576070901034
677,0.9306784660766961
678,0.930780559646539
679,0.9308823529411765
680,0.9309838472834068
681,0.9310850439882697
682,0.931185944363104
683,0.9312865497076024
684,0.9313868613138686
685,0.9314868804664723
686,0.9315866084425036
687,0.9316860465116279
688,0.9317851959361393
689,0.9318840579710145
690,0.9319826338639653
691,0.9320809248554913
692,0.9321789321789322
693,0.9322766570605188
694,0.9323741007194245
695,0.9324712643678161
696,0.9325681492109039
697,0.9326647564469914
698,0.932761087267525
699,0.9328571428571428
700,0.9315263908701854
701,0.9301994301994302
702,0.9288762446657184
703,0.9289772727272727
704,0.9290780141843972
705,0.9291784702549575
706,0.9292786421499293
707,0.9293785310734464
708,0.9294781382228491
709,0.9295774647887324
710,0.929676511954993
711,0.9297752808988764
712,0.9298737727910238
713,0.9299719887955182
714,0.9300699300699301
715,0.9301675977653632
716,0.9302649930264993
717,0.9303621169916435
718,0.9304589707927677
719,0.9305555555555556
720,0.9306518723994452
721,0.9307479224376731
722,0.9308437067773168
723,0.930939226519337
724,0.9310344827586207
725,0.931129476584022
726,0.9312242090784044
727,0.9313186813186813
728,0.9314128943758574
729,0.9315068493150684
730,0.9316005471956225
731,0.9316939890710383
732,0.931787175989086
733,0.9318801089918256
734,0.9319727891156463
735,0.9320652173913043
736,0.932157394843962
737,0.9322493224932249
738,0.93234100135318
739,0.9324324324324325
740,0.9325236167341431
741,0.9326145552560647
742,0.9327052489905787
743,0.9327956989247311
744,0.9328859060402684
745,0.9329758713136729
746,0.9330655957161981
747,0.9331550802139037
748,0.9332443257676902
749,0.9333333333333333
750,0.9320905459387483
751,0.9308510638297872
752,0.9296148738379814
753,0.9283819628647215
754,0.928476821192053
755,0.9285714285714286
756,0.9286657859973579
757,0.9287598944591029
758,0.9288537549407114
759,0.9289473684210526
760,0.9290407358738502
761,0.9291338582677166
762,0.9292267365661862
763,0.9293193717277487
764,0.9294117647058824
765,0.9295039164490861
766,0.9295958279009127
767,0.9296875
768,0.929778933680104
769,0.9298701298701298
770,0.9299610894941635
771,0.9300518134715026
772,0.9301423027166882
773,0.9302325581395349
774,0.9303225806451613
775,0.9304123711340206
776,0.9305019305019305
777,0.9305912596401028
778,0.9306803594351734
779,0.9307692307692308
780,0.9308578745198464
781,0.9309462915601023
782,0.9310344827586207
783,0.9311224489795918
784,0.9312101910828026
785,0.9312977099236641
786,0.9313850063532402
787,0.9314720812182741
788,0.9315589353612167
789,0.9316455696202531
790,0.93173198482933
791,0.9318181818181818
792,0.9319041614123581
793,0.9319899244332494
794,0.9320754716981132
795,0.9321608040201005
796,0.9322459222082811
797,0.9323308270676691
798,0.932415519399249
799,0.9325
800,0.9313358302122348
801,0.9301745635910225
802,0.9290161892901619
803,0.927860696517413
804,0.9279503105590062
805,0.9280397022332506
806,0.9281288723667905
807,0.9282178217821783
808,0.9283065512978986
809,0.928395061728395
810,0.9284833538840938
811,0.9285714285714286
812,0.9286592865928659
813,0.9287469287469288
814,0.9288343558282208
815,0.928921568627451
816,0.9290085679314566
817,0.9290953545232273
818,0.9291819291819292
819,0.9292682926829269
820,0.9293544457978076
821,0.9294403892944039
822,0.9295261239368166
823,0.9296116504854369
824,0.9296969696969697
825,0.9297820823244553
826,0.9298669891172914
827,0.9299516908212561
828,0.9300361881785284
829,0.9301204819277108
830,0.9302045728038508
831,0.9302884615384616
832,0.9303721488595438
833,0.9304556354916067
834,0.9305389221556887
835,0.930622009569378
836,0.9307048984468339
837,0.9307875894988067
838,0.930870083432658
839,0.930952380952381
840,0.9310344827586207
841,0.9311163895486936
842,0.9311981020166074
843,0.9312796208530806
844,0.9313609467455621
845,0.9314420803782506
846,0.9315230224321134
847,0.9316037735849056
848,0.9316843345111896
849,0.9317647058823529
850,0.9306698002350177
851,0.9295774647887324
852,0.9284876905041032
853,0.927400468384075
854,0.927485380116959
855,0.927570093457944
856,0.9276546091015169
857,0.9277389277389277
858,0.9278230500582072
859,0.9279069767441861
860,0.9279907084785134
861,0.9280742459396751
862,0.9281575898030128
863,0.9282407407407407
864,0.9283236994219654
865,0.9284064665127021
866,0.9284890426758939
867,0.9285714285714286
868,0.9286536248561565
869,0.9287356321839081
870,0.928817451205511
871,0.9288990825688074
872,0.9289805269186713
873,0.9290617848970252
874,0.9291428571428572
875,0.9292237442922374
876,0.9293044469783353
877,0.929384965831435
878,0.9294653014789533
879,0.9295454545454546
880,0.9296254256526674
881,0.9297052154195011
882,0.9297848244620611
883,0.9298642533936652
884,0.9299435028248587
885,0.9300225733634312
886,0.9301014656144306
887,0.9301801801801802
888,0.9302587176602924
889,0.9303370786516854
890,0.9304152637485971
891,0.9304932735426009
892,0.9305711086226204
893,0.930648769574944
894,0.9307262569832402
895,0.9308035714285714
896,0.9308807134894092
897,0.9309576837416481
898,0.9310344827586207
899,0.9311111111111111
900,0.93007769145394
901,0.9290465631929047
902,0.9280177187153932
903,0.9280973451327433
904,0.9281767955801105
905,0.9282560706401766
906,0.9283351708930541
907,0.9284140969162996
908,0.9284928492849285
909,0.9285714285714286
910,0.9286498353457738
911,0.9287280701754386
912,0.9288061336254108
913,0.9288840262582057
914,0.9289617486338798
915,0.9290393013100436
916,0.9291166848418757
917,0.9291938997821351
918,0.9292709466811752
919,0.9293478260869565
920,0.9294245385450597
921,0.9295010845986985
922,0.9295774647887324
923,0.9296536796536796
924,0.9297297297297298
925,0.9298056155507559
926,0.9298813376483279
927,0.9299568965517241
928,0.930032292787944
929,0.9301075268817204
930,0.9301825993555317
931,0.9302575107296137
932,0.9303322615219721
933,0.930406852248394
934,0.93048128342246
935,0.9305555555555556
936,0.9306296691568837
937,0.9307036247334755
938,0.9307774227902024
939,0.9308510638297872
940,0.9309245483528161
941,0.9309978768577495
942,0.9310710498409331
943,0.9311440677966102
944,0.9312169312169312
945,0.9312896405919662
946,0.9313621964097148
947,0.9314345991561181
948,0.9315068493150684
949,0.9315789473684211
950,0.9305993690851735
951,0.9296218487394958
952,0.9286463798530955
953,0.9287211740041929
954,0.9287958115183246
955,0.9288702928870293
956,0.928944618599791
957,0.9290187891440501
958,0.9290928050052137
959,0.9291666666666667
960,0.9292403746097815
961,0.9293139293139293
962,0.9293873312564901
963,0.9294605809128631
964,0.9295336787564766
965,0.9296066252587992
966,0.9296794208893485
967,0.9297520661157025
968,0.9298245614035088
969,0.9298969072164949
970,0.9299691040164778
971,0.9300411522633745
972,0.9301130524152107
973,0.9301848049281314
974,0.9302564102564103
975,0.930327868852459
976,0.9303991811668373
977,0.9304703476482618
978,0.9305413687436159
979,0.9306122448979591
980,0.9306829765545361
981,0.9307535641547862
982,0.930824008138352
983,0.9308943089430894
984,0.9309644670050762
985,0.9310344827586207
986,0.9311043566362716
987,0.9311740890688259
988,0.9312436804853387
989,0.9313131313131313
990,0.9313824419778002
991,0.9314516129032258
992,0.9315206445115811
993,0.93158953722334
994,0.9316582914572864
995,0.9317269076305221
996,0.9317953861584755
997,0.9318637274549099
998,0.9319319319319319
999,0.932
1000,0.9310689310689311
1001,0.9301397205588823
1002,0.9292123629112662
1003,0.9292828685258964
1004,0.9293532338308458
1005,0.9294234592445328
1006,0.929493545183714
1007,0.9295634920634921
1008,0.929633300297324
1009,0.9297029702970298
1010,0.9297725024727992
1011,0.9298418972332015
1012,0.9299111549851925
1013,0.9299802761341223
1014,0.9300492610837439
1015,0.9301181102362205
1016,0.9301868239921337
1017,0.9302554027504911
1018,0.930323846908734
1019,0.9303921568627451
1020,0.930460333006856
1021,0.9305283757338552
1022,0.9305962854349951
1023,0.9306640625
1024,0.9307317073170732
1025,0.9307992202729045
1026,0.9308666017526777
1027,0.9309338521400778
1028,0.9310009718172984
1029,0.9310679611650485
1030,0.9311348205625606
1031,0.9312015503875969
1032,0.9312681510164569
1033,0.9313346228239845
1034,0.9314009661835749
1035,0.9314671814671814
1036,0.9315332690453231
1037,0.9315992292870906
1038,0.931665062560154
1039,0.9317307692307693
1040,0.9317963496637848
1041,0.9318618042226487
1042,0.9319271332694151
1043,0.9319923371647509
1044,0.9320574162679426
1045,0.9321223709369025
1046,0.9321872015281757
1047,0.9322519083969466
1048,0.9323164918970448
1049,0.9323809523809524
1050,0.9314938154138915
1051,0.9306083650190115
1052,0.929724596391263
1053,0.9297912713472486
1054,0.9298578199052133
1055,0.9299242424242424
1056,0.9299905392620624
1057,0.9300567107750473
1058,0.9301227573182247
1059,0.930188679245283
1060,0.9302544769085768
1061,0.9303201506591338
1062,0.9303857008466604
1063,0.9304511278195489
1064,0.9305164319248826
1065,0.9305816135084428
1066,0.9306466729147141
1067,0.9307116104868914
1068,0.930776426566885
1069,0.930841121495327
1070,0.930905695611578
1071,0.9309701492537313
1072,0.9310344827586207
1073,0.931098696461825
1074,0.9311627906976744
1075,0.9312267657992565
1076,0.9312906220984215
1077,0.9313543599257885
1078,0.9314179796107507
1079,0.9314814814814815
1080,0.9315448658649399
1081,0.9316081330868762
1082,0.9316712834718375
1083,0.9317343173431735
1084,0.9317972350230415
1085,0.9318600368324125
1086,0.9319227230910764
1087,0.9319852941176471
1088,0.9320477502295684
1089,0.9321100917431193
1090,0.9321723189734189
1091,0.9322344322344323
1092,0.9322964318389753
1093,0.9323583180987203
1094,0.9324200913242009
1095,0.9324817518248175
1096,0.9325432999088423
1097,0.9326047358834244
1098,0.9326660600545951
1099,0.9327272727272727
1100,0.9318801089918256
1101,0.9310344827586207
1102,0.9301903898458749
1103,0.9302536231884058
1104,0.930316742081448
1105,0.930379746835443
1106,0.9304426377597109
1107,0.9305054151624549
1108,0.9305680793507665
1109,0.9306306306306307
1110,0.9306930693069307
1111,0.9307553956834532
1112,0.9308176100628931
1113,0.9308797127468582
1114,0.9309417040358744
1115,0.9310035842293907
1116,0.9310653536257834
1117,0.9311270125223614
1118,0.9311885612153709
1119,0.93125
1120,0.9313113291703836
1121,0.9313725490196079
1122,0.931433659839715
1123,0.9314946619217082
1124,0.9315555555555556
1125,0.9316163410301954
1126,0.9316770186335404
1127,0.9317375886524822
1128,0.9317980513728964
1129,0.9318584070796461
1130,0.9319186560565871
1131,0.9319787985865724
1132,0.9320388349514563
1133,0.9320987654320988
1134,0.93215859030837
1135,0.9322183098591549
1136,0.9322779243623571
1137,0.9323374340949033
1138,0.932396839332748
1139,0.9324561403508772
1140,0.9325153374233128
1141,0.9325744308231173
1142,0.9326334208223972
1143,0.9326923076923077
1144,0.9327510917030568
1145,0.9328097731239092
1146,0.932868352223191
1147,0.9329268292682927
1148,0.9329852045256745
1149,0.9330434782608695
1150,0.9322328410078193
1151,0.9314236111111112
1152,0.9306157849089333
1153,0.9298093587521664
1154,0.9298701298701298
1155,0.9299307958477508
1156,0.9299913569576491
1157,0.9300518134715026
1158,0.9301121656600517
1159,0.9301724137931034
1160,0.9302325581395349
1161,0.9302925989672978
1162,0.9303525365434222
1163,0.9304123711340206
1164,0.9304721030042918
1165,0.9305317324185248
1166,0.9305912596401028
1167,0.9306506849315068
1168,0.93071000855432
1169,0.9307692307692308
1170,0.9308283518360376
1171,0.9308873720136519
1172,0.9309462915601023
1173,0.9310051107325383
1174,0.931063829787234
1175,0.9311224489795918
1176,0.9311809685641461
1177,0.931239388794567
1178,0.9312977099236641
1179,0.9313559322033899
1180,0.9314140558848434
1181,0.9314720812182741
1182,0.9315300084530854
1183,0.9315878378378378
1184,0.9316455696202531
1185,0.9317032040472175
1186,0.9317607413647851
1187,0.9318181818181818
1188,0.9318755256518082
1189,0.9319327731092437
1190,0.9319899244332494
1191,0.9320469798657718
1192,0.9321039396479464
1193,0.9321608040201005
1194,0.9322175732217574
1195,0.9322742474916388
1196,0.9323308270676691
1197,0.9323873121869783
1198,0.932443703085905
1199,0.9325
1200,0.9317235636969192
1201,0.9309484193011647
1202,0.9301745635910225
1203,0.9302325581395349
1204,0.9302904564315353
1205,0.9303482587064676
1206,0.9304059652029826
1207,0.9304635761589404
1208,0.9305210918114144
1209,0.9305785123966942
1210,0.930635838150289
1211,0.9306930693069307
1212,0.9307502061005771
1213,0.9308072487644151
1214,0.9308641975308642
1215,0.930921052631579
1216,0.9309778142974527
1217,0.9310344827586207
1218,0.9310910582444627
1219,0.9311475409836065
1220,0.9312039312039312
1221,0.9312602291325696
1222,0.9313164349959117
1223,0.9313725490196079
1224,0.9314285714285714
1225,0.9314845024469821
1226,0.9315403422982885
1227,0.9315960912052117
1228,0.9316517493897477
1229,0.9317073170731708
1230,0.9317627944760357
1231,0.9318181818181818
1232,0.9318734793187348
1233,0.9319286871961102
1234,0.9319838056680162
1235,0.9320388349514563
1236,0.9320937752627324
1237,0.9321486268174475
1238,0.9322033898305084
1239,0.932258064516129
1240,0.9323126510878323
1241,0.9323671497584541
1242,0.9324215607401448
1243,0.932475884244373
1244,0.9325301204819277
1245,0.9325842696629213
1246,0.9326383319967922
1247,0.9326923076923077
1248,0.932746196957566
1249,0.9328
